Name,Address,City,Rating,Review Count,Coordinates,Price
A & S Whitestone Flowers & Gifts,"['2302 Francis Lewis Blvd', 'Whitestone, NY 11357']",Whitestone,3.0,37,"{'latitude': 40.776583, 'longitude': -73.80019}",2.0
Newport Centre,"['30 Mall Dr W', 'Jersey City, NJ 07310']",Jersey City,3.0,245,"{'latitude': 40.7270989, 'longitude': -74.0381148}",2.0
P.C. Richard & Son,"['2323 Central Park Ave', 'Yonkers, NY 10710']",Yonkers,3.5,138,"{'latitude': 40.97839, 'longitude': -73.83153}",2.0
Bob's Discount Furniture,"['72-25 Woodhaven Blvd', 'Glendale, NY 11385']",Glendale,2.0,283,"{'latitude': 40.710882, 'longitude': -73.859073}",2.0
Cornell's True Value Hardware,"['310 White Plains Rd', 'Eastchester, NY 10709']",Eastchester,4.0,23,"{'latitude': 40.950195, 'longitude': -73.817131}",2.0
The Home Depot,"['172 Fulton Ave', 'Hempstead, NY 11550']",Hempstead,2.5,33,"{'latitude': 40.705469187149, 'longitude': -73.629110280951}",2.0
Rite Aid,"['15 Summerhill Rd', 'Spotswood, NJ 08884']",Spotswood,1.0,8,"{'latitude': 40.396401, 'longitude': -74.3853765}",2.0
The Wedding Plaza,"['216 Jericho Tpke', 'Floral Park, NY 11001']",Floral Park,3.0,108,"{'latitude': 40.72858, 'longitude': -73.7028}",2.0
Roosevelt Field,"['630 Old Country Rd', 'Garden City, NY 11530']",Garden City,4.0,462,"{'latitude': 40.73796210917042, 'longitude': -73.61293995092134}",2.0
The Home Depot,"['55 Weyman Ave', 'New Rochelle, NY 10805']",New Rochelle,2.0,68,"{'latitude': 40.8990183469284, 'longitude': -73.7925106287003}",2.0
Bob’s Discount Furniture and Mattress Store,"['50 US 46', 'Totowa, NJ 07512']",Totowa,2.0,167,"{'latitude': 40.8914395399141, 'longitude': -74.2228978872299}",2.0
Klass Act Photo Booths,"['Wrightstown, NJ 08562']",Wrightstown,5.0,2,"{'latitude': 40.0399398803711, 'longitude': -74.6176834106445}",
Inc Pics Studios,"['8060 Webb Rd', 'Ste 741107', 'Riverdale, GA 30274']",Riverdale,5.0,1,"{'latitude': 33.5342903137207, 'longitude': -84.4151840209961}",
